geslacht_src,lft_src,etngrp_src,oplniv_src,com_src,geslacht_dst,lft_dst,etngrp_dst,oplniv_dst,com_dst,n
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Autochtoon,3,0,1400
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Turks,1,0,1800
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Turks,2,0,4900
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Turks,3,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[60,70)",Overig,1,0,100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Overig,1,0,5600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Overig,2,0,6700
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Overig,3,0,2100
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Marokkaans,1,0,319800
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Marokkaans,2,0,4700
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Overig,1,0,1900
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Overig,2,0,2100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Overig,3,0,400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Overig,1,0,3200
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Overig,2,0,2600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Overig,3,0,1000
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Surinaams,1,0,51700
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Surinaams,2,0,1000
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Overig,1,0,245800
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Overig,2,0,4600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Autochtoon,1,0,1600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Autochtoon,2,0,2500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Autochtoon,3,0,5700
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Overig,1,0,229900
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Overig,2,0,3000
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Marokkaans,1,0,800
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Marokkaans,2,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Overig,1,0,5400
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Overig,2,0,5400
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Overig,3,0,5200
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Surinaams,1,0,1600
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Surinaams,2,0,3400
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Surinaams,3,0,400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Marokkaans,1,0,371800
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Marokkaans,2,0,12000
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Surinaams,1,0,3600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Surinaams,2,0,1000
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Surinaams,3,0,600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Surinaams,1,0,1200
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Surinaams,2,0,2700
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Surinaams,3,0,200
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Marokkaans,1,0,1100
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Marokkaans,2,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Marokkaans,3,0,300
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Turks,1,0,2200
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Turks,2,0,2900
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Turks,3,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[60,70)",Marokkaans,1,0,200
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Marokkaans,1,0,1200
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Marokkaans,2,0,2400
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Marokkaans,3,0,600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[60,70)",Overig,1,0,100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[60,70)",Overig,2,0,600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[60,70)",Overig,3,0,300
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Surinaams,1,0,3900
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Surinaams,2,0,4500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Surinaams,3,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Overig,1,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Overig,2,0,300
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Overig,3,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Autochtoon,1,0,800
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Autochtoon,2,0,1200
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Autochtoon,3,0,3600
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Turks,1,0,200
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[60,70)",Autochtoon,1,0,1100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[60,70)",Autochtoon,2,0,700
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[60,70)",Autochtoon,3,0,1100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Autochtoon,1,0,2600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Autochtoon,2,0,3000
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Autochtoon,3,0,2100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Turks,1,0,6400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Turks,2,0,11300
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Turks,3,0,1300
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Overig,1,0,1500
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Overig,2,0,900
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Overig,3,0,600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Marokkaans,1,0,5500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Marokkaans,2,0,17800
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Marokkaans,3,0,2200
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Marokkaans,1,0,1300
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Marokkaans,1,0,1600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Marokkaans,2,0,2600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Marokkaans,3,0,100
Vrouw,"[0,20)",Turks,1,0,Man,"[60,70)",Autochtoon,1,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[60,70)",Autochtoon,2,0,600
Vrouw,"[0,20)",Turks,1,0,Man,"[60,70)",Autochtoon,3,0,800
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Turks,1,0,2600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Turks,2,0,2200
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Turks,3,0,200
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Turks,1,0,155900
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Turks,2,0,2400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Surinaams,1,0,1500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Surinaams,2,0,1800
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Surinaams,3,0,300
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Turks,1,0,300
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Turks,2,0,400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Turks,1,0,182700
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Turks,2,0,7600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Surinaams,1,0,68300
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Surinaams,2,0,2300
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Surinaams,1,0,100
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Surinaams,2,0,100
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Surinaams,1,0,300
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Surinaams,2,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Surinaams,3,0,300
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[50,60)",Turks,1,0,200
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Surinaams,1,0,300
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Surinaams,2,0,100
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Surinaams,3,0,100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Marokkaans,1,0,2400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Marokkaans,2,0,4600
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[30,40)",Marokkaans,3,0,500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[60,70)",Surinaams,2,0,500
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Turks,1,0,400
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Turks,2,0,5200
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Turks,3,0,800
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Overig,1,0,1000
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Overig,2,0,12700
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Overig,3,0,900
Vrouw,"[0,20)",Turks,2,0,Man,"[50,60)",Autochtoon,2,0,900
Vrouw,"[0,20)",Turks,2,0,Man,"[50,60)",Autochtoon,3,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Autochtoon,1,0,3600
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Autochtoon,2,0,6000
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Autochtoon,1,0,800
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Autochtoon,2,0,12500
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Autochtoon,3,0,3300
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Autochtoon,1,0,5200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Autochtoon,2,0,13200
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Autochtoon,1,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Autochtoon,2,0,7200
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Autochtoon,3,0,1700
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Overig,1,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Overig,2,0,800
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Overig,3,0,400
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Autochtoon,1,0,600
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Autochtoon,2,0,1200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Autochtoon,3,0,900
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Marokkaans,1,0,900
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Marokkaans,2,0,4700
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Marokkaans,3,0,400
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Autochtoon,1,0,100
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Autochtoon,2,0,1300
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Autochtoon,3,0,700
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Turks,1,0,500
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Turks,2,0,3000
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Turks,3,0,200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Overig,1,0,200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Overig,2,0,1700
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Overig,3,0,800
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Marokkaans,1,0,9600
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Marokkaans,2,0,3800
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Overig,1,0,100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Overig,2,0,400
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Overig,3,0,300
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Overig,1,0,400
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Overig,2,0,2600
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Overig,3,0,400
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Surinaams,1,0,2200
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Surinaams,2,0,2100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Overig,1,0,7000
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Overig,2,0,11100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Autochtoon,1,0,200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Autochtoon,2,0,900
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Autochtoon,3,0,1900
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Overig,1,0,5300
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Overig,2,0,5500
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Marokkaans,2,0,500
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Overig,1,0,800
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Overig,2,0,7600
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Overig,3,0,4800
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Surinaams,1,0,500
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Surinaams,2,0,2500
Vrouw,"[0,20)",Turks,2,0,Man,"[20,30)",Surinaams,3,0,200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Marokkaans,1,0,14600
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Marokkaans,2,0,12800
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Surinaams,1,0,200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Surinaams,2,0,500
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Surinaams,3,0,100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Surinaams,2,0,700
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Surinaams,3,0,100
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Marokkaans,1,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Marokkaans,2,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Marokkaans,3,0,100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Turks,1,0,700
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Turks,2,0,1200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Turks,3,0,200
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Marokkaans,1,0,400
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Marokkaans,2,0,800
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Marokkaans,3,0,400
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Surinaams,1,0,600
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Surinaams,2,0,5100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Surinaams,3,0,400
Vrouw,"[0,20)",Turks,2,0,Man,"[50,60)",Overig,1,0,200
Vrouw,"[0,20)",Turks,2,0,Man,"[50,60)",Overig,2,0,200
Vrouw,"[0,20)",Turks,2,0,Man,"[50,60)",Overig,3,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Autochtoon,1,0,500
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Autochtoon,2,0,700
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Autochtoon,3,0,1300
Vrouw,"[0,20)",Turks,2,0,Man,"[50,60)",Turks,1,0,100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[60,70)",Autochtoon,2,0,300
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[60,70)",Autochtoon,3,0,500
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Autochtoon,1,0,900
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Autochtoon,2,0,900
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Autochtoon,3,0,800
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Turks,1,0,1000
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Turks,2,0,8200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Turks,3,0,500
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Overig,1,0,200
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Overig,2,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Overig,3,0,400
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Marokkaans,1,0,1400
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Marokkaans,2,0,11100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[20,30)",Marokkaans,3,0,800
Vrouw,"[0,20)",Turks,2,0,Man,"[50,60)",Marokkaans,1,0,300
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Marokkaans,1,0,100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Marokkaans,2,0,1800
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Marokkaans,3,0,200
Vrouw,"[0,20)",Turks,2,0,Man,"[60,70)",Autochtoon,2,0,500
Vrouw,"[0,20)",Turks,2,0,Man,"[60,70)",Autochtoon,3,0,300
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Turks,1,0,1300
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Turks,2,0,400
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[40,50)",Turks,3,0,100
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Turks,1,0,5100
Vrouw,"[0,20)",Turks,2,0,Man,"[0,20)",Turks,2,0,2100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Surinaams,2,0,700
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Surinaams,3,0,200
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Turks,1,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Turks,2,0,200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Turks,1,0,7600
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Turks,2,0,6700
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Surinaams,1,0,4000
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[0,20)",Surinaams,2,0,4700
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Surinaams,1,0,200
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Surinaams,2,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Surinaams,3,0,100
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[50,60)",Turks,1,0,100
Vrouw,"[0,20)",Turks,2,0,Man,"[40,50)",Surinaams,2,0,200
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Marokkaans,1,0,300
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Marokkaans,2,0,1800
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[30,40)",Marokkaans,3,0,500
Vrouw,"[0,20)",Turks,2,0,Vrouw,"[60,70)",Surinaams,2,0,100
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Turks,1,0,300
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Turks,2,0,4700
Vrouw,"[0,20)",Turks,2,0,Man,"[30,40)",Turks,3,0,300
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[20,30)",Overig,1,0,16400
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[20,30)",Overig,2,0,21700
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[20,30)",Overig,3,0,3900
Vrouw,"[0,20)",Surinaams,1,0,Man,"[50,60)",Autochtoon,1,0,900
Vrouw,"[0,20)",Surinaams,1,0,Man,"[50,60)",Autochtoon,2,0,2500
Vrouw,"[0,20)",Surinaams,1,0,Man,"[50,60)",Autochtoon,3,0,1300
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Autochtoon,1,0,272100
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Autochtoon,2,0,5100
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Autochtoon,3,0,200
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[20,30)",Autochtoon,1,0,4500
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[20,30)",Autochtoon,2,0,18600
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[20,30)",Autochtoon,3,0,11500
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[0,20)",Autochtoon,1,0,280900
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[0,20)",Autochtoon,2,0,7800
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Autochtoon,1,0,2800
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Autochtoon,2,0,12800
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Autochtoon,3,0,6400
Vrouw,"[0,20)",Surinaams,1,0,Man,"[30,40)",Overig,1,0,2800
Vrouw,"[0,20)",Surinaams,1,0,Man,"[30,40)",Overig,2,0,2600
Vrouw,"[0,20)",Surinaams,1,0,Man,"[30,40)",Overig,3,0,15200
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[40,50)",Autochtoon,1,0,2400
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[40,50)",Autochtoon,2,0,3600
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[40,50)",Autochtoon,3,0,2600
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Marokkaans,1,0,3100
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Marokkaans,2,0,7700
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Marokkaans,3,0,600
Vrouw,"[0,20)",Surinaams,1,0,Man,"[40,50)",Autochtoon,1,0,900
Vrouw,"[0,20)",Surinaams,1,0,Man,"[40,50)",Autochtoon,2,0,3000
Vrouw,"[0,20)",Surinaams,1,0,Man,"[40,50)",Autochtoon,3,0,2200
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Turks,1,0,1400
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Turks,2,0,2800
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Turks,3,0,200
Vrouw,"[0,20)",Surinaams,1,0,Man,"[60,70)",Overig,1,0,400
Vrouw,"[0,20)",Surinaams,1,0,Man,"[60,70)",Overig,2,0,400
Vrouw,"[0,20)",Surinaams,1,0,Man,"[60,70)",Overig,3,0,1000
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[30,40)",Overig,1,0,5800
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[30,40)",Overig,2,0,4800
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[30,40)",Overig,3,0,3800
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Marokkaans,1,0,143700
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Marokkaans,2,0,4000
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[50,60)",Overig,1,0,2100
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[50,60)",Overig,2,0,3200
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[50,60)",Overig,3,0,500
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[40,50)",Overig,1,0,4000
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[40,50)",Overig,2,0,6200
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[40,50)",Overig,3,0,1200
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Surinaams,1,0,192200
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Surinaams,2,0,5600
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[0,20)",Overig,1,0,375200
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[0,20)",Overig,2,0,13500
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[30,40)",Autochtoon,1,0,1800
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[30,40)",Autochtoon,2,0,3200
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[30,40)",Autochtoon,3,0,6900
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Overig,1,0,339600
Vrouw,"[0,20)",Surinaams,1,0,Man,"[0,20)",Overig,2,0,9100
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[50,60)",Marokkaans,1,0,900
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Overig,1,0,12400
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Overig,2,0,18900
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Overig,3,0,10400
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Surinaams,1,0,5200
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Surinaams,2,0,11900
Vrouw,"[0,20)",Surinaams,1,0,Man,"[20,30)",Surinaams,3,0,600
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[0,20)",Marokkaans,1,0,170100
Vrouw,"[0,20)",Surinaams,1,0,Vrouw,"[0,20)",Marokkaans,2,0,10200
